행정구역1,행정구역2,총인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
경상남도,양산시,"353,654","32,838","34,606","39,264","47,186","61,255","59,319","46,444","21,977","9,539","1,199",27
경상남도,의령군,"26,259",986,"1,442","1,822","1,612","2,670","4,475","5,798","3,803","3,141",503,7
경상남도,함안군,"62,301","3,585","5,753","5,045","4,988","8,838","10,930","11,656","6,626","4,254",618,8
경상남도,창녕군,"59,850","2,865","4,011","4,431","4,625","6,757","10,565","12,763","7,941","5,172",704,16
경상남도,고성군,"50,310","2,276","4,057","3,679","3,394","5,995","8,902","10,159","6,741","4,390",703,14
경상남도,남해군,"42,126","1,512","2,828","3,027","2,294","4,305","7,088","8,573","6,586","4,968",932,13
경상남도,하동군,"43,262","1,632","2,671","3,030","2,503","4,509","7,985","9,336","6,274","4,519",790,13
경상남도,산청군,"34,191","1,174","1,999","2,253","1,916","3,264","6,263","7,768","5,142","3,798",600,14
경상남도,함양군,"38,120","1,693","2,784","2,875","2,403","4,056","6,701","7,685","5,338","3,953",620,12
경상남도,거창군,"60,870","3,494","5,811","5,661","4,732","7,408","10,236","10,807","6,905","5,006",787,23
경상남도,합천군,"42,648","1,434","2,302","2,749","2,332","3,940","7,110","9,573","6,953","5,510",725,20
제주특별자치도,제주시,"490,059","43,743","52,745","62,091","61,216","81,258","81,849","57,767","30,105","16,307","2,863",115
제주특별자치도,서귀포시,"182,749","14,218","17,555","18,622","19,436","29,255","31,981","26,152","15,354","8,795","1,308",73
